RAP-DB name,MSU-RGAP name,
Os10g0148000,LOC_Os10g05720,
Os02g0255500,LOC_Os02g15640,
Os05g0475400,LOC_Os05g39770,
Os09g0110300,LOC_Os09g02270,
Os03g0610400,LOC_Os03g41390,
Os12g0405200,LOC_Os12g21710,
Os02g0195600,LOC_Os02g10200,
Os08g0431900,LOC_Os08g33488,
Os07g0168800,LOC_Os07g07350,
Os06g0498800,LOC_Os06g30370,
Os08g0408500,LOC_Os08g31580,
Os03g0411100,LOC_Os03g29760,
Os01g0208600,LOC_Os01g11040,
Os01g0191300,LOC_Os01g09550,
Os03g0793000,LOC_Os03g57900,
Os05g0421600,LOC_Os05g34830,
Os06g0693700,LOC_Os06g47860,
Os04g0590400,LOC_Os04g50060,
Os11g0211800,LOC_Os11g10590,
Os01g0741900,LOC_Os01g53880,
Os04g0574700,LOC_Os04g48530,
Os02g0753800,LOC_Os02g51750,
Os03g0140200,LOC_Os03g04660,
Os04g0676700,LOC_Os04g58020,
Os03g0699700,LOC_Os03g49260,
Os02g0731700,LOC_Os02g49880,
Os10g0456800,LOC_Os10g31850,
Os08g0492500,LOC_Os08g38460,
Os06g0598800,LOC_Os06g39750,
Os11g0149100,LOC_Os11g05160,
Os06g0562200,LOC_Os06g36670,
Os07g0569700,LOC_Os07g38240,
Os04g0481900,LOC_Os04g40590,
Os07g0556800,LOC_Os07g37090,
Os02g0304900,LOC_Os02g20170,
Os07g0138400,LOC_Os07g04580,
Os01g0839200,LOC_Os01g62200,
Os05g0592800,LOC_Os05g51510,
Os03g0225100,LOC_Os03g12390,
Os01g0173100,LOC_Os01g07810,
Os06g0194000,LOC_Os06g09390,
Os03g0214200,LOC_Os03g11550,
Os02g0215900,LOC_Os02g12440,
Os06g0316000,LOC_Os06g21110,
Os03g0757500,LOC_Os03g55040,
Os01g0296200,LOC_Os01g19170,
Os11g0704500,LOC_Os11g47809,
Os06g0143000,LOC_Os06g05110,
Os03g0133000,LOC_Os03g04070,
Os01g0709000,LOC_Os01g51260,
Os03g0669200,LOC_Os03g46650,
Os01g0975300,LOC_Os01g74410,
Os06g0614000,LOC_Os06g41090,
Os06g0726300,LOC_Os06g51070,
Os04g0653000,LOC_Os04g55920,
Os03g0764100,LOC_Os03g55540,
Os06g0166500, LOC_Os06g07040,
Os03g0741100,LOC_Os03g53020,
Os08g0431900,LOC_Os08g33488,
