Protei,ProteinB,co_expression
Os07g0172500,Os12g0560400,0.1007
Os11g0155900,Os12g0179800,-0.0318
Os05g0438700,Os12g0179800,-0.3411
Os06g0159450,Os12g0179800,-0.1245
Os06g0160100,Os12g0179800,-0.2843
Os03g0686300,Os02g0641800,0.4139
Os03g0722600,Os07g0484200,0.0392
Os03g0722600,Os12g0628100,-0.1723
Os01g0153300,Os02g0194000,0.2728
Os01g0839500,Os02g0194000,0.3011
Os11g0155900,Os02g0194000,0.0546
Os05g0438700,Os02g0194000,0.0521
Os06g0159450,Os02g0194000,0.0055
Os06g0160100,Os02g0194000,-0.0214
Os02g0684500,Os02g0194000,0.0943
Os05g0466600,Os02g0194000,0.2149
Os10g0539500,Os02g0194000,0.2358
Os05g0462700,Os02g0194000,0.1338
Os04g0321600,Os05g0553800,0.2915
Os05g0182600,Os05g0553800,0.2645
Os03g0708600,Os03g0347200,0.5577
Os01g0958900,Os11g0267300,-0.0316
Os01g0544450,Os09g0241100,0.8073
Os05g0387800,Os11g0168200,0.1088
Os05g0387800,Os03g0577000,0.088
Os05g0387800,Os02g0600400,0.1556
Os01g0153300,Os02g0161900,0.5409
Os01g0153300,Os06g0681400,0.6006
Os01g0839500,Os02g0161900,0.6876
Os01g0839500,Os06g0681400,0.6252
Os01g0153300,Os09g0464400,0.0099
Os01g0839500,Os09g0464400,-0.1375
Os01g0153300,Os04g0550400,0.5019
Os01g0839500,Os04g0550400,0.2955
Os07g0171200,Os09g0553200,0.4104
Os11g0484500,Os09g0505700,0.4705
Os06g0111500,Os09g0505700,0.5964
Os02g0520800,Os02g0736400,0.3115
Os07g0661000,Os02g0625500,0.1025
Os07g0484800,Os02g0625500,0.0152
Os03g0699300,Os07g0484800,0.459
Os03g0699300,Os02g0625500,0.0331
Os03g0313600,Os07g0484800,-0.0295
Os03g0313600,Os02g0625500,0.1187
Os02g0700500,Os12g0235800,0.0658
Os03g0576900,Os12g0235800,0.4941
Os02g0700500,Os02g0704800,0.0681
Os02g0704800,Os03g0576900,0.288
Os02g0700500,Os05g0129100,0.3854
Os03g0576900,Os05g0129100,0.3845
Os02g0700500,Os03g0279400,0.0623
Os03g0279400,Os03g0576900,0.3164
Os03g0254800,Os08g0154300,-0.2153
Os03g0254800,Os02g0600400,0.1877
Os01g0764400,Os08g0154300,-0.3504
Os01g0764400,Os02g0600400,0.0595
Os04g0653400,Os02g0520800,0.6714
Os03g0643300,Os05g0455500,0.425
Os09g0465400,Os02g0736400,-0.0275
Os03g0337900,Os02g0736400,0.255
Os06g0727200,Os03g0163300,-0.3595
Os03g0131200,Os03g0163300,0.6728
Os09g0465400,Os02g0520800,-0.135
Os03g0337900,Os02g0520800,0.4862
Os04g0623800,Os03g0738400,0.873
Os11g0484500,Os06g0133800,0.1789
Os06g0111500,Os06g0133800,0.4554
Os04g0623800,Os03g0157900,-0.2703
Os04g0623800,Os11g0629500,0.6267
Os04g0516600,Os02g0831800,-0.4527
Os07g0222800,Os01g0649100,0.8293
Os09g0465400,Os03g0337900,0.2591
Os04g0623800,Os08g0447000,0.019
Os01g0558200,Os01g0681900,-0.1488
Os09g0505700,Os08g0154300,0.4232
Os09g0505700,Os06g0133800,0.159
Os03g0157900,Os03g0738400,-0.1032
Os03g0157900,Os02g0831800,0.4032
Os03g0157900,Os08g0502700,-0.3767
Os02g0831800,Os08g0502700,-0.486
Os11g0629500,Os08g0502700,0.4839
Os11g0629500,Os02g0831800,0.0109
Os11g0629500,Os03g0738400,0.5555
Os04g0270100,Os04g0635800,0.7555
Os06g0724700,Os03g0123300,0.0449
Os01g0708400,Os04g0462500,0.4149
Os05g0210500,Os11g0484300,0.727
Os11g0105400,Os07g0180900,0.5523
Os11g0105400,Os03g0807800,0.4635
Os11g0105400,Os02g0549600,0.647
Os11g0105400,Os04g0430100,0.5139
Os11g0105400,Os11g0220800,0.5214
Os11g0105400,Os03g0598800,0.6025
Os11g0105400,Os07g0109500,0.3777
Os11g0105400,Os09g0258600,0.4422
Os11g0105400,Os04g0473400,0.7105
Os11g0105400,Os03g0341100,0.6979
Os11g0105400,Os01g0752300,0.674
Os11g0105400,Os03g0408300,0.3805
Os11g0105400,Os08g0117300,0.5324
Os11g0105400,Os08g0117200,0.5732
Os11g0105400,Os02g0622300,0.6816
Os11g0105400,Os07g0674200,0.4735
Os01g0544450,Os01g0868300,0.8507
Os01g0544450,Os05g0143400,0.5751
Os01g0544450,Os01g0248600,0.2949
Os01g0544450,Os05g0453900,0.6935
Os01g0544450,Os08g0274700,-0.0435
Os01g0544450,Os05g0210500,0.697
Os01g0544450,Os08g0154600,0.1942
Os01g0544450,Os12g0530000,0.7804
Os01g0544450,Os01g0153300,0.155
Os01g0544450,Os01g0839500,0.3197
Os01g0544450,Os11g0155900,0.5349
Os01g0544450,Os05g0438700,0.8385
Os01g0544450,Os06g0159450,0.7714
Os01g0544450,Os06g0160100,0.8787
Os01g0544450,Os02g0684500,0.8034
Os01g0544450,Os05g0466600,0.6257
Os01g0544450,Os10g0539500,-0.0251
Os01g0544450,Os05g0462700,0.2375
Os01g0544450,Os12g0242900,0.7319
Os01g0544450,Os07g0406800,0.8038
Os01g0248600,Os11g0484300,0.3631
Os01g0248600,Os11g0128400,0.2836
Os08g0274700,Os09g0241100,-0.029
Os05g0579800,Os03g0123300,0.1376
Os05g0498400,Os07g0597000,0.7564
Os03g0333300,Os07g0597000,0.4281
Os06g0184800,Os06g0681400,0.173
Os01g0550100,Os09g0464400,-0.2287
Os03g0695600,Os01g0290700,0.4634
Os03g0805100,Os11g0525200,0.742
Os03g0805100,Os07g0101500,0.5937
Os03g0805100,Os11g0707600,0.2388
Os03g0805100,Os12g0633200,0.5032
Os03g0805100,Os07g0206700,0.7101
Os03g0805100,Os01g0134500,0.5132
Os02g0139650,Os11g0525200,0.6446
Os02g0139650,Os07g0101500,0.2005
Os02g0139650,Os11g0707600,0.34
Os02g0139650,Os03g0405000,0.1785
Os02g0139650,Os07g0206700,0.59
Os02g0139650,Os01g0134500,0.3964
Os02g0139650,Os01g0211200,-0.0364
Os07g0101500,Os11g0707600,0.2219
Os07g0101500,Os07g0206700,0.6574
Os03g0405000,Os03g0805100,0.3579
Os03g0405000,Os11g0525200,0.2948
Os03g0405000,Os07g0101500,0.5881
Os03g0405000,Os11g0707600,0.3204
Os03g0405000,Os12g0633200,0.6736
Os03g0405000,Os07g0206700,0.5311
Os07g0206700,Os11g0707600,0.4689
Os01g0134500,Os03g0405000,0.5439
Os01g0134500,Os01g0211200,0.0825
Os01g0211200,Os07g0101500,0.3512
Os01g0211200,Os11g0707600,-0.0218
Os09g0568200,Os04g0661800,0.2874
Os09g0568200,Os08g0338200,0.22
Os08g0561700,Os07g0661100,0.0091
Os01g0587000,Os03g0100400,0.1878
Os08g0561700,Os05g0582300,0.5594
Os01g0907300,Os02g0219400,0.534
Os04g0462500,Os11g0484300,0.2711
Os03g0184700,Os04g0462500,0.1133
Os03g0750800,Os12g0179800,-0.1471
Os08g0107500,Os03g0314100,0.2592
Os08g0107500,Os12g0615800,0.5197
Os08g0107500,Os11g0168200,0.215
Os08g0107500,Os01g0686800,0.1007
Os08g0107500,Os04g0118400,0.4226
Os07g0670600,Os08g0107500,0.2422
Os04g0663800,Os12g0168200,-0.0197
Os04g0663800,Os09g0534800,0.0429
Os02g0580500,Os03g0116000,0.1896
Os02g0580500,Os04g0482700,0.2661
Os02g0580500,Os05g0582300,-0.1424
Os02g0580500,Os04g0635900,0.2825
Os02g0580500,Os05g0176500,0.2916
Os02g0580500,Os01g0574500,0.0088
Os02g0580500,Os02g0717900,0.2194
Os02g0580500,Os03g0101900,0.1481
Os02g0580500,Os01g0789100,0.3361
Os02g0161900,Os01g0673600,0.5409
Os06g0681400,Os01g0673600,0.4809
Os03g0752200,Os04g0486500,0.2353
Os03g0752200,Os09g0293900,0.272
Os03g0752200,Os04g0446500,0.153
Os03g0170600,Os03g0313600,0.0131
Os07g0644300,Os02g0586500,0.4321
Os05g0553800,Os03g0719100,0.2616
Os05g0553800,Os05g0125000,-0.1679
Os03g0397500,Os07g0495900,0.6237
Os02g0301500,Os07g0495900,0.3046
Os07g0516900,Os07g0495900,-0.0616
Os05g0176000,Os12g0168200,0.6591
Os07g0184900,Os10g0539500,0.0684
Os02g0193600,Os03g0236900,0.5589
Os03g0172000,Os07g0295400,0.187
Os02g0717900,Os01g0789100,0.347
Os05g0476200,Os12g0179800,-0.378
Os02g0797400,Os12g0179800,-0.425
Os05g0235800,Os12g0179800,-0.3832
Os12g0560700,Os12g0179800,-0.3913
Os01g0532800,Os06g0183800,0.3794
Os02g0301000,Os04g0348300,0.3457
Os03g0750800,Os05g0151000,-0.3958
Os01g0920200,Os05g0151000,-0.4029
Os01g0920200,Os07g0237100,-0.1234
Os01g0512200,Os04g0382700,0.6738
Os01g0512200,Os01g0666800,0.3428
Os01g0512200,Os08g0178100,0.6782
Os01g0512200,Os04g0223000,0.8334
Os01g0512200,Os03g0715500,0.5474
Os05g0151000,Os05g0392300,-0.2634
Os05g0151000,Os05g0107700,-0.3298
Os03g0747800,Os04g0521100,0.2447
Os03g0747800,Os02g0823100,0.0025
Os10g0560900,Os03g0711800,0.3332
Os02g0796300,Os07g0202100,0.3087
Os03g0166800,Os07g0202100,0.1685
Os07g0687200,Os03g0827500,0.2906
Os01g0267900,Os03g0827500,0.1642
Os05g0491100,Os03g0827500,0.1679
Os03g0319300,Os03g0827500,0.1836
Os02g0736600,Os12g0133900,0.574
Os07g0633500,Os12g0133900,0.4047
Os03g0669000,Os12g0133900,0.69
Os04g0613400,Os11g0176200,0.4409
Os07g0597000,Os01g0970400,0.4937
Os07g0597000,Os04g0118400,0.6538
Os12g0615800,Os02g0641800,0.0857
Os11g0136800,Os12g0618300,-0.0483
Os11g0136800,Os10g0573900,0.1173
Os11g0136800,Os11g0105400,0.3602
Os11g0105400,Os10g0456950,0.0903
Os11g0105400,Os11g0546000,0.4213
Os11g0105400,Os04g0543200,-0.0059
Os11g0105400,Os01g0195500,0.2719
Os01g0923700,Os08g0152000,0.0161
Os04g0635800,Os11g0168200,0.7405
Os04g0635800,Os03g0577000,0.7012
Os11g0525800,Os11g0168200,0.5981
Os11g0525800,Os03g0577000,0.5789
Os01g0610400,Os11g0168200,0.5881
Os01g0610400,Os03g0577000,0.6056
Os04g0635800,Os04g0501000,0.6408
Os04g0635800,Os02g0534800,0.7003
Os02g0503400,Os04g0635800,0.5732
Os11g0136800,Os04g0598200,0.0693
Os11g0136800,Os02g0699600,0.0181
Os10g0573900,Os11g0105400,0.5071
Os12g0618300,Os11g0105400,0.0833
Os01g0514000,Os08g0326400,0.713
Os01g0514000,Os09g0507800,0.5831
Os07g0292800,Os08g0326400,0.317
Os07g0292800,Os09g0507800,0.1841
Os11g0136800,Os08g0326400,0.133
Os11g0136800,Os09g0507800,-0.0169
Os01g0815800,Os11g0105400,0.5521
Os07g0224000,Os11g0105400,0.6831
Os01g0815800,Os04g0598200,0.9386
Os01g0815800,Os02g0699600,0.9238
Os07g0224000,Os04g0598200,0.8253
Os07g0224000,Os02g0699600,0.7343
Os03g0116000,Os07g0604500,0.1747
Os03g0116000,Os03g0415500,0.3721
Os07g0639800,Os01g0708400,0.5319
Os06g0693500,Os01g0514000,0.5917
Os06g0693500,Os07g0292800,0.3375
Os06g0693500,Os11g0168200,0.6522
Os02g0250300,Os03g0285800,-0.0208
Os02g0250300,Os06g0154500,0.2503
Os02g0250300,Os02g0175000,-0.3009
Os02g0250300,Os04g0607600,-0.3416
Os03g0334000,Os04g0304200,-0.3759
Os04g0304200,Os07g0680900,0.093
Os03g0334000,Os09g0478500,0.1398
Os07g0680900,Os09g0478500,-0.1973
Os02g0830801,Os07g0585100,0.2088
Os03g0209600,Os01g0821800,-0.0641
Os02g0601300,Os12g0179800,-0.2075
Os07g0201100,Os02g0768200,-0.1721
Os02g0768200,Os03g0854100,-0.2952
Os02g0768200,Os10g0574800,-0.54
Os01g0276200,Os03g0114900,0.3681
Os12g0179800,Os05g0210500,-0.3396
Os06g0486000,Os11g0569500,-0.0181
Os07g0162300,Os04g0659900,0.2186
Os08g0430200,Os03g0669200,0.6917
Os02g0179300,Os03g0669200,0.6651
Os08g0295000,Os03g0669200,0.321
Os08g0430200,Os05g0393800,-0.1797
Os02g0179300,Os05g0393800,-0.0915
Os08g0295000,Os05g0393800,-0.132
Os08g0430200,Os10g0184300,0.5236
Os02g0179300,Os10g0184300,0.2986
Os08g0295000,Os10g0184300,0.1467
Os08g0430200,Os09g0446200,0.6013
Os02g0179300,Os09g0446200,0.7874
Os08g0295000,Os09g0446200,0.2567
Os01g0544450,Os02g0708300,-0.065
Os05g0143400,Os02g0708300,0.0237
Os09g0241100,Os05g0476200,0.872
Os09g0241100,Os11g0128400,0.8014
Os11g0484300,Os02g0497500,0.5495
Os02g0120800,Os04g0685600,0.3172
Os02g0114700,Os03g0314100,0.7038
Os01g0851700,Os08g0561700,0.3993
Os01g0851700,Os05g0323900,0.1494
Os01g0904400,Os02g0193600,0.7822
Os01g0904400,Os11g0456300,0.0035
Os12g0541000,Os05g0460600,0.295
Os07g0195100,Os02g0822500,-0.2065
Os08g0318500,Os02g0822500,-0.1178
Os03g0163500,Os02g0822500,-0.0482
Os02g0120800,Os02g0822500,-0.322
Os03g0686300,Os02g0822500,0.1533
Os03g0686300,Os02g0120800,0.3206
Os03g0118400,Os05g0274200,0.2252
Os03g0118400,Os02g0497500,0.2868
Os03g0118400,Os11g0615800,0.1476
Os03g0118400,Os02g0776800,0.2291
Os03g0118400,Os03g0165000,0.222
Os03g0118400,Os03g0792600,0.1406
Os03g0118400,Os05g0210500,0.4411
Os03g0118400,Os06g0724700,0.2858
Os03g0118400,Os04g0486500,0.3692
Os03g0118400,Os09g0241100,0.3379
Os03g0118400,Os05g0553800,0.2161
Os03g0268000,Os02g0180000,0.2006
Os05g0312500,Os03g0172000,-0.0959
Os05g0312500,Os08g0176800,-0.2765
Os08g0467500,Os08g0176800,0.3856
Os05g0312500,Os01g0665300,0.0381
Os08g0467500,Os01g0665300,0.2318
Os03g0118400,Os03g0285800,-0.1186
Os03g0118400,Os06g0154500,-0.058
Os01g0544450,Os03g0285800,-0.093
Os01g0544450,Os06g0154500,0.202
Os11g0128400,Os03g0285800,-0.1175
Os11g0128400,Os06g0154500,0.1279
Os01g0248600,Os03g0285800,-0.0332
Os01g0248600,Os06g0154500,0.0664
Os05g0160800,Os03g0285800,-0.0422
Os05g0160800,Os06g0154500,0.1822
Os03g0166800,Os12g0640800,0.1865
Os02g0796300,Os12g0640800,0.3009
Os03g0166800,Os03g0711800,0.1613
Os03g0166800,Os02g0551100,-0.1488
Os02g0796300,Os03g0711800,0.1966
Os02g0796300,Os02g0551100,0.071
Os11g0155900,Os03g0100400,0.1213
Os05g0438700,Os03g0100400,0.1254
Os06g0159450,Os03g0100400,0.0753
Os06g0160100,Os03g0100400,0.0794
Os04g0588200,Os11g0180600,0.6893
Os04g0479000,Os03g0752200,0.304
Os06g0724700,Os01g0102800,0.2729
Os11g0180600,Os03g0242100,0.5029
Os07g0492100,Os03g0242100,0.2592
Os11g0180600,Os03g0719100,0.0708
Os11g0180600,Os05g0125000,-0.4484
Os11g0180600,Os02g0762800,0.529
Os11g0180600,Os01g0948100,0.4259
Os04g0543200,Os07g0495900,0.5501
Os10g0396300,Os12g0407500,0.0044
Os01g0191800,Os01g0925000,0.2726
Os01g0191800,Os02g0246300,0.3262
Os01g0191800,Os05g0105300,0.371
Os01g0191800,Os12g0485800,0.2345
Os11g0267300,Os07g0184900,-0.1229
Os02g0149800,Os01g0691700,0.219
Os05g0540100,Os05g0567500,0.3042
Os04g0620000,Os08g0152000,-0.1327
Os02g0680400,Os04g0602900,0.1603
Os05g0357700,Os04g0602900,0.1273
Os03g0174600,Os08g0407000,0.5513
Os01g0960300,Os03g0174600,0.4902
Os02g0125800,Os05g0392300,0.5895
Os05g0438700,Os10g0415900,0.2278
Os06g0159450,Os10g0415900,0.2639
Os06g0160100,Os10g0415900,0.2419
Os02g0684500,Os10g0415900,0.3315
Os05g0466600,Os10g0415900,0.3949
Os05g0462700,Os10g0415900,0.0696
Os03g0743400,Os12g0571900,-0.0743
Os02g0246300,Os12g0571900,0.0522
Os12g0571900,Os12g0560400,-0.1818
Os12g0571900,Os05g0392100,0.2763
Os12g0571900,Os06g0644500,0.0307
Os12g0571900,Os11g0549700,-0.0157
Os12g0571900,Os05g0530500,0.0301
Os12g0571900,Os05g0144300,0.2359
Os03g0100400,Os11g0267300,-0.1353
Os02g0497500,Os11g0267300,-0.1751
Os02g0497500,Os06g0724700,0.4924
Os11g0267300,Os06g0724700,-0.097
Os12g0293100,Os12g0179800,-0.0033
Os04g0677500,Os09g0297100,0.7253
Os04g0677500,Os04g0684800,0.0442
Os04g0677500,Os01g0819500,0.7189
Os04g0677500,Os02g0805200,0.211
Os05g0151000,Os03g0737600,-0.2015
Os05g0151000,Os05g0144800,-0.0205
Os05g0151000,Os01g0691600,-0.0788
Os05g0151000,Os09g0504400,-0.2833
Os07g0114400,Os01g0624500,0.5972
Os03g0711300,Os12g0640800,0.1886
Os01g0938900,Os02g0161900,0.5786
Os01g0938900,Os06g0681400,0.4689
Os09g0110400,Os01g0102800,0.2244
Os05g0596600,Os11g0180600,0.5276
Os02g0537700,Os08g0561700,0.7937
Os03g0101900,Os02g0676000,-0.0895
Os05g0187000,Os07g0492100,0.1738
Os07g0563800,Os03g0854100,0.2893
Os07g0563800,Os10g0574800,0.5099
Os03g0719100,Os01g0757800,0.044
Os05g0125000,Os01g0757800,0.2116
Os01g0673600,Os02g0805200,-0.002
Os01g0673600,Os03g0719100,0.0767
Os01g0673600,Os05g0125000,0.5084
Os07g0613300,Os06g0508700,-0.1074
Os11g0546000,Os05g0361200,-0.1773
Os07g0587400,Os11g0546000,0.657
Os07g0587400,Os05g0361200,0.0722
Os04g0270100,Os05g0361200,-0.176
Os02g0511900,Os03g0242100,0.4881
Os01g0102800,Os02g0772000,0.1804
Os01g0673600,Os08g0430200,0.5189
Os01g0673600,Os02g0179300,0.1812
Os10g0536000,Os08g0430200,0.3163
Os10g0536000,Os02g0179300,-0.0804
Os02g0802400,Os02g0180000,0.1704
Os03g0397500,Os05g0519700,0.2381
Os03g0397500,Os02g0146600,0.6079
Os03g0397500,Os06g0701100,0.5479
Os03g0397500,Os03g0807800,0.5801
Os03g0397500,Os02g0601300,0.4526
Os03g0397500,Os04g0102500,-0.0139
Os03g0397500,Os06g0668200,0.3637
Os06g0728000,Os10g0415900,0.4335
Os03g0408500,Os03g0851100,0.3815
Os03g0408500,Os08g0178100,0.354
Os03g0408500,Os11g0169900,0.3461
Os03g0408500,Os02g0550100,0.2291
Os03g0408500,Os03g0223700,0.3307
Os03g0408500,Os08g0478500,0.3078
Os03g0408500,Os01g0691700,0.4067
Os03g0408500,Os03g0711800,0.4394
Os03g0408500,Os04g0559800,-0.052
Os03g0408500,Os08g0310100,0.3748
Os03g0408500,Os03g0751400,-0.1828
Os03g0408500,Os12g0497400,0.5377
Os03g0408500,Os02g0478700,0.5559
Os03g0408500,Os03g0794700,0.2111
Os03g0408500,Os02g0549600,0.1778
Os03g0408500,Os04g0430100,0.5386
Os03g0408500,Os07g0622100,0.3939
Os03g0408500,Os05g0100366,0.2248
Os03g0408500,Os09g0504400,0.4392
Os03g0408500,Os01g0836400,0.1082
Os03g0408500,Os04g0543200,0.4451
Os03g0408500,Os01g0958000,0.4232
Os03g0408500,Os02g0250300,0.5394
Os04g0402100,Os12g0595000,0.4462
Os04g0402100,Os04g0559800,0.0894
Os04g0402100,Os08g0322600,0.013
Os04g0455900,Os04g0559800,0.2364
Os04g0455900,Os03g0108400,0.4768
Os04g0455900,Os06g0681400,0.3586
Os04g0455900,Os10g0184300,0.6161
Os04g0677500,Os03g0363900,0.0599
Os04g0677500,Os07g0300900,0.3366
Os04g0677500,Os08g0196700,0.0099
Os04g0677500,Os09g0373000,0.5489
Os04g0677500,Os02g0803400,0.2838
Os04g0677500,Os01g0134500,0.4028
Os04g0677500,Os03g0262900,0.5116
Os04g0677500,Os01g0764400,0.2233
Os02g0620100,Os03g0207900,0.5211
Os02g0620100,Os01g0879500,0.3811
Os02g0620100,Os07g0405100,0.4069
Os02g0620100,Os05g0446300,0.4169
Os02g0620100,Os03g0278400,-0.1322
Os02g0620100,Os01g0789100,0.4612
Os02g0620100,Os07g0608800,0.0097
Os02g0620100,Os01g0925000,0.2613
Os02g0620100,Os05g0543700,-0.0328
Os02g0620100,Os03g0268200,0.0417
Os02g0620100,Os04g0459600,0.3856
Os02g0620100,Os04g0473400,0.6133
Os07g0270900,Os02g0489400,0.3971
Os07g0270900,Os04g0349500,0.3419
Os07g0270900,Os05g0518600,-0.0491
Os07g0270900,Os07g0622100,0.3173
Os07g0270900,Os11g0127900,0.2802
Os07g0270900,Os12g0124200,0.3374
Os07g0270900,Os04g0195000,0.2483
Os07g0270900,Os02g0593900,0.18
Os07g0270900,Os03g0801600,0.3061
Os07g0270900,Os06g0571400,0.3389
Os07g0270900,Os02g0161900,0.085
Os07g0270900,Os06g0681400,0.0539
Os07g0270900,Os03g0186800,0.1924
Os07g0270900,Os10g0411700,0.3339
Os07g0270900,Os04g0403500,-0.149
Os07g0270900,Os05g0176500,0.2717
Os07g0270900,Os12g0482700,-0.0878
Os07g0270900,Os07g0661000,0.0011
Os07g0270900,Os03g0854300,0.3406
Os07g0270900,Os08g0154600,0.2834
Os07g0270900,Os01g0527700,0.208
Os07g0270900,Os04g0656100,-0.0196
Os03g0166800,Os01g0973300,0.2067
Os03g0166800,Os03g0228400,0.0227
Os03g0166800,Os08g0154600,0.0791
Os03g0166800,Os01g0512200,0.0756
Os03g0207900,Os05g0463800,0.4096
Os03g0207900,Os01g0834400,0.1818
Os03g0207900,Os03g0174600,0.0315
Os03g0207900,Os12g0535900,0.3041
Os03g0207900,Os12g0623500,-0.5303
Os03g0207900,Os03g0654400,-0.3411
Os03g0207900,Os10g0437100,-0.4273
Os03g0207900,Os05g0323900,0.3409
Os03g0207900,Os11g0309000,0.0172
Os03g0207900,Os03g0290500,0.2329
Os03g0207900,Os01g0134500,0.5204
Os03g0207900,Os03g0186800,0.0729
Os03g0207900,Os03g0748200,0.2624
Os03g0207900,Os03g0684400,-0.137
Os03g0207900,Os11g0525800,0.5353
Os03g0818100,Os12g0535900,0.4886
Os06g0608600,Os07g0301200,0.2101
Os06g0608600,Os06g0191200,-0.0624
Os06g0608600,Os07g0114400,0.2477
Os06g0608600,Os03g0175600,0.1372
Os06g0608600,Os07g0563700,0.1798
Os06g0608600,Os03g0704000,-0.4035
Os06g0608600,Os03g0648400,0.2188
Os06g0608600,Os01g0180800,0.2444
Os06g0608600,Os10g0573700,-0.3118
Os03g0153900,Os06g0693500,-0.0217
Os03g0153900,Os05g0220100,-0.4814
Os03g0153900,Os04g0429200,0.1906
Os03g0153900,Os03g0170600,-0.233
Os03g0153900,Os02g0680400,-0.2406
Os03g0153900,Os03g0704000,0.361
Os03g0153900,Os04g0429800,0.1754
Os03g0139100,Os11g0284900,-0.1054
Os03g0139100,Os02g0664000,0.2583
Os02g0814700,Os11g0284900,0.0245
Os02g0814700,Os02g0664000,0.1512
Os10g0466700,Os11g0284900,-0.0342
Os10g0466700,Os02g0664000,0.1514
Os03g0139100,Os02g0826500,0.5726
Os02g0814700,Os02g0826500,0.5381
Os10g0466700,Os02g0826500,0.5198
Os03g0139100,Os01g0227300,0.5519
Os02g0814700,Os01g0227300,0.4857
Os10g0466700,Os01g0227300,0.5558
Os03g0139100,Os03g0704000,-0.1166
Os02g0814700,Os03g0704000,-0.2011
Os10g0466700,Os03g0704000,-0.1799
Os06g0622500,Os09g0359800,0.3573
Os06g0622500,Os01g0819500,0.0739
Os06g0622500,Os12g0623500,-0.2513
Os06g0622500,Os03g0654400,-0.1393
Os06g0622500,Os10g0437100,-0.2858
Os06g0622500,Os03g0243300,0.0242
Os06g0622500,Os03g0667800,0.3701
Os06g0622500,Os03g0285800,-0.1262
Os06g0622500,Os06g0154500,0.076
Os06g0622500,Os03g0648400,0.2599
Os06g0622500,Os06g0486000,-0.0665
Os06g0622500,Os05g0219800,0.3162
Os06g0622500,Os09g0241100,0.4139
Os07g0512200,Os06g0236900,0.3066
Os07g0512200,Os07g0608800,0.0323
Os07g0512200,Os05g0543700,0.6763
Os07g0512200,Os03g0815900,0.3333
Os07g0512200,Os01g0973300,0.2279
Os07g0512200,Os01g0938900,0.4705
Os07g0512200,Os02g0802400,0.5024
Os07g0512200,Os10g0495300,0.0626
Os04g0464500,Os04g0563700,-0.0117
Os04g0464500,Os01g0304000,0.5772
Os04g0464500,Os03g0773600,-0.1387
Os04g0464500,Os03g0281466,0.1447
Os04g0464500,Os06g0136500,0.2148
Os04g0464500,Os06g0176000,0.4047
Os04g0464500,Os08g0326400,0.6302
Os04g0464500,Os09g0507800,0.6647
Os04g0464500,Os03g0243300,0.558
Os04g0464500,Os11g0180600,-0.2163
Os04g0464500,Os04g0602800,0.4008
Os04g0464500,Os05g0553800,0.1438
Os04g0464500,Os04g0559800,0.0712
Os04g0464500,Os04g0486500,-0.0145
Os04g0464500,Os11g0309000,-0.1978
Os04g0464500,Os03g0290500,0.0781
Os04g0464500,Os06g0643300,0.7725
Os04g0464500,Os02g0470400,0.2257
Os04g0464500,Os01g0837900,0.5603
Os04g0464500,Os01g0590900,0.179
Os04g0464500,Os01g0148000,0.1886
Os04g0464500,Os07g0617800,0.2711
Os04g0464500,Os03g0186800,0.4192
Os04g0464500,Os02g0179200,-0.1193
Os04g0464500,Os02g0810450,0.3834
Os04g0464500,Os06g0728800,0.053
Os04g0464500,Os06g0182300,-0.3809
Os04g0464500,Os03g0223700,0.4971
Os04g0464500,Os06g0567200,0.0443
Os04g0464500,Os04g0485200,0.381
Os04g0464500,Os07g0232200,0.4743
Os04g0464500,Os04g0635900,0.1347
Os04g0464500,Os08g0295000,0.2911
Os04g0464500,Os07g0661000,-0.085
Os04g0464500,Os03g0704000,-0.2612
Os04g0464500,Os02g0105200,0.2485
Os04g0464500,Os11g0620100,0.4461
Os04g0464500,Os07g0598900,0.2517
Os04g0464500,Os07g0603100,0.2744
Os04g0464500,Os12g0183300,0.0881
Os04g0464500,Os05g0100366,0.5255
Os04g0464500,Os02g0644100,0.4414
Os04g0464500,Os10g0564900,0.6995
Os04g0464500,Os02g0549600,0.0854
Os04g0464500,Os04g0430100,0.698
Os04g0464500,Os02g0511500,0.2643
Os04g0464500,Os03g0742400,0.387
Os04g0464500,Os03g0704200,-0.0814
Os04g0464500,Os03g0684400,-0.0902
Os04g0464500,Os03g0100400,0.2495
Os04g0464500,Os05g0557000,0.6355
Os04g0464500,Os06g0728000,0.6523
Os04g0464500,Os01g0271500,0.5504
Os04g0464500,Os04g0629700,-0.0146
Os05g0520200,Os09g0373000,0.0405
Os08g0282400,Os08g0248900,0.6709
Os08g0282400,Os02g0503400,0.781
Os08g0282400,Os02g0149800,0.2789
Os08g0282400,Os01g0673600,0.71
Os08g0282400,Os03g0363900,0.1189
Os08g0282400,Os07g0661300,0.6188
Os08g0282400,Os12g0535900,0.7045
Os08g0282400,Os08g0178300,0.2222
Os08g0282400,Os03g0856400,0.5834
Os08g0282400,Os05g0549600,-0.0036
Os08g0282400,Os05g0223300,0.0354
Os08g0282400,Os02g0680400,0.324
Os08g0282400,Os02g0802400,0.176
Os08g0282400,Os06g0571400,0.7041
Os08g0282400,Os03g0667800,0.3008
